PharmGKB Accession Id	Name	Generic Names	Trade Names	RxNorm Identifiers
PA164746338	saprisartan			
PA451305	saquinavir	SQV, Saquinavir Mesylate, saquinavir	Fortovase, Invirase, ROC	83395
PA166182626	saquinavir / ritonavir			
PA165958501	saracatinib		AZD0530	
PA164748631	sargramostim	CSF, Colony-stimulating factor, GM-CSF, Granulocyte-macrophage colony-stimulating factor precursor, Molgramostin, sargramostim	Immunex, Leucomax, Leukine, Leukine	69634
PA166197221	sarilumab		Kevzara	1923319
PA166235323	satralizumab	Satralizumab-mwge	Enspryng	2391541, 2391551
PA164745371	satumomab pendetide	indium (111in) satumomab pendetide, indium-111 satumomab pendetide	OncoScint, OncoScint	
PA166306941	savolitinib	3-[(1S)-1-imidazo[1,2-a]pyridin-6-ylethyl]-5-(1-methylpyrazol-4-yl)triazolo[4,5-b]pyrazine		
PA165958362	saxagliptin	bms-477118, onglyza	Onglyza	857974
PA166049195	SC-560			
PA166289002	schisandrin	3,4,5,14,15,16-hexamethoxy-9,10-dimethyltricyclo[10.4.0.02,7]hexadeca-1(16),2,4,6,12,14-hexaen-9-ol		
PA166289003	schisandrol b	"""3,4,5,19-tetramethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.0²,⁷.0¹⁴,¹⁸]nonadeca-1(19),2(7),3,5,12,14(18)-hexaen-9-ol"", ""Gomisin A"", ""besigomsin"""		
PA166289021	schisanhenol	(9S,10R)-4,5,14,15,16-pentamethoxy-9,10-dimethyltricyclo[10.4.0.02,7]hexadeca-1(16),2,4,6,12,14-hexaen-3-ol		
PA166289001	schisantherin a	[(8S,9S,10S)-9-hydroxy-3,4,5,19-tetramethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaen-8-yl] benzoate		
PA164713247	Scilla glycosides			
PA164713248	Sclerosing agents for local injection			
PA451308	scopolamine		"""Atrochin"", ""Atroquin"", ""Atroscine Hydrobromide"", ""Beldavrin"", ""Buscopan"", ""Epoxytropine Tropate"", ""Euscopol"", ""Hydroscine Hydrobromide"", ""Hyocine F Hydrobromide"", ""Hyosceine"", ""Hyoscine"", ""Hyoscine Bromide"", ""Hyoscine Hydrobromide"", ""Hyoscyine Hydrobromide"", ""Hyosol"", ""Hysco"", ""Isopto Hyoscine"", ""Isoscopil"", ""Kwells"", ""L-Hyoscine Hydrobromide"", ""L-Scopolamine"", ""Methscopolamine Bromide"", ""Oscine"", ""SEE"", ""Scop"", ""Scopamin"", ""Scopine Tropate"", ""Scopoderm-Tts"", ""Scopolamine Bromide"", ""Scopolamine Hydrobromide"", ""Scopolamine Hydrobromide Trihydrate"", ""Scopolamine Hyoscine"", ""Scopolaminhydrobromid"", ""Scopolaminium Bromide"", ""Scopolammonium Bromide"", ""Scopos"", ""Sereen"", ""Skopolamin"", ""Tranaxine"", ""Transcop"", ""Transderm-Scop"", ""Transderm-V"", ""Triptone"", ""Tropic Acid, Ester with Scopine"""	9601
PA166170903	scutellarin			
PA164784035	secobarbital	(+/-)-Secobarbital, Secobarbital Sodium, Secobarbitale [DCIT], Secobarbitalum [INN-Latin], Sodium Secobarbital, Sodium quinalbarbitone	Barbosec, Bipanal, Bipinal sodium, Evronal, Evronal Sodium, Evrronal, Hypotrol, Hyptran, Imesonal, Immenoctal, Immenox, Meballymal, Meballymal sodium, Meballymalum, Novosecobarb, Pramil, Quinalbarbital, Quinalbarbitone, Quinalbarbitone sodium, Quinalspan, Sebar, Seco 8, Secobarbitone, Seconal, Sedutain, Seotal, Somosal, Synate, Trisomnin	9624
PA164713250	Secondary and tertiary amines			
PA164713249	Second-generation cephalosporins			
PA164760844	secretin	"""Secremax, SecreFlo"", ""secretin"""	"""SecreFlo"", ""Secremax, SecreFlo"""	9627
PA166300301	secukinumab			1599788
PA166400041	seladelpar	2-[4-[(2R)-2-ethoxy-3-[4-(trifluoromethyl)phenoxy]propyl]sulfanyl-2-methylphenoxy]acetic acid	Livdelzi	
PA134687887	selective beta-2-adrenoreceptor agonists			
PA164713251	Selective Calcium Channel Blockers With Direct Cardiac Effects			
PA164713252	Selective Calcium Channel Blockers With Mainly Vascular Effects			
PA164713254	Selective estrogen receptor modulators			
PA164713255	Selective immunosuppressants			
PA164713256	Selective serotonin (5HT1) agonists	triptans		
PA164713257	Selective serotonin reuptake inhibitors	SSRI, SSRIs		
PA451316	selegiline	L-Deprenalin, Selegeline Hcl, Selegilina [INN-Spanish], Selegilinum [INN-Latin], selegiline	Apo-Selegiline, Carbex, Eldepryl, Emsam, Gen-Selegiline, Jumex, Novo-Selegiline, Nu-Selegiline, Sd Deprenyl, Zelapar	9639
PA451319	selenium			9641
PA164771240	selenium sulfide	SeS, Selenium Disulfide, Selenium sulfide red powder, Selenium sulphide, Sulfur selenide	Exsel, Exsel Lotion Shampoo, Glo-Sel, Head & Shoulders Intensive Treatment 2 in 1 (Persistent Dandruff Shampoo plus Conditioner in One) Formula Dandruff Lotion Shampoo, Head & Shoulders Intensive Treatment Conditioning Formula Dandruff Lotion Shampoo, Head & Shoulders Intensive Treatment Regular Formula Dandruff Lotion Shampoo, Sebusan, Selenium(IV) sulfide, Selensulfid, Selsun, Selsun Blue, Selsun Blue Dry Formula, Selsun Blue Extra Conditioning Formula, Selsun Blue Extra Medicated Formula, Selsun Blue Oily Formula, Selsun Blue Regular Formula, Versel Lotion	36345
PA166281602	selexipag	2-[4-[(5,6-diphenylpyrazin-2-yl)-propan-2-ylamino]butoxy]-N-methylsulfonylacetamide	Uptravi	
PA166225084	selpercatinib			2370147
PA166129529	selumetinib		ARRY-142886, AZD6244	
PA166305021	semaglutide	"""18-[[(1R)-4-[2-[2-[2-[2-[2-[2-[[(5S)-5-[[(2S)-2-[[(2S)-2-[[(2S)-5-amino-2-[[2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3R)-2-[[(2S)-2-[[(2S,3R)-2-[[2-[[(2S)-2-[[2-[[(2S)-2-amino-3-(1H-imidazol-5-yl)propanoyl]amino]-2-methylpropanoyl]amino]-4-carboxybutanoyl]amino]acetyl]amino]-3-hydroxybutanoyl]amino]-3-phenylpropanoyl]amino]-3-hydroxybutanoyl]amino]-3-hydroxypropanoyl]amino]-3-carboxypropanoyl]amino]-3-methylbutanoyl]amino]-3-hydroxypropanoyl]amino]-3-hydroxypropanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-4-methylpentanoyl]amino]-4-carboxybutanoyl]amino]acetyl]amino]-5-oxopentanoyl]amino]propanoyl]amino]propanoyl]amino]-6-[[(2S)-1-[[(2S)-1-[[(2S,3S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-5-carbamimidamido-1-[[2-[[(2S)-5-carbamimidamido-1-(carboxymethylamino)-1-oxopentan-2-yl]amino]-2-oxoethyl]amino]-1-oxopentan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-6-oxohexyl]amino]-2-oxoethoxy]ethoxy]ethylamino]-2-oxoethoxy]ethoxy]ethylamino]-1-carboxy-4-oxobutyl]amino]-18-oxooctadecanoic acid"", ""L-histidyl-2-methylalanyl-L-alpha-glutamylglycyl-L-threonyl-L-phenylalanyl-L-threonyl-L-seryl-L-alpha-aspartyl-L-valyl-L-seryl-L-seryl-L-tyrosyl-L-leucyl-L-alpha-glutamylglycyl-L-glutaminyl-L-alanyl-L-alanyl-N(6)-((N-(17-carboxyheptadecanoyl)-D-gamma-glutamyl)amino-10-oxo-3,6,12,15-tetraoxa-9-azaheptadecanan-1-oyl)-L-lysyl-L-alpha-glutamyl-L-phenylalanyl-L-isoleucyl-L-alanyl-L-tryptophyl-L-leucyl-L-valyl-L-arginylglycyl-L-arginylglycine"""	Ozempic, Wegovy	
PA133888890	sematilide			
PA131887911	semaxanib			
PA151958365	semustine	methyl-CCNU		
PA164713258	Sensitivity tests, discs and tablets			
PA164713259	Sensitizers used in photodynamic/radiation therapy			
PA164713260	Sensory Organs			
PA166104277	sergliflozin			
PA164749110	sermorelin	Geref	Geref	56188
PA164713261	Serotonin (5HT3) antagonists			
PA164713262	Serotonin antagonists			
PA164713263	Serotonin antagonists and diuretics			
PA164748328	sertaconazole	Sertaconazol [Spanish], Sertaconazolum [Latin]	Ertaczo	36435
PA164784002	sertindole	Sertindol [inn-spanish], Sertindolum [inn-latin]	Serdolect, Serlect	41996
PA451333	sertraline	Sertralina [Spanish], Sertraline Hydrochloride, Sertralinum [Latin]	Apo-Sertraline, Lustral, Zoloft	36437
PA166235341	setmelanotide	(4R,7S,10S,13R,16S,19R,22R)-22-[[(2S)-2-acetamido-5-(diaminomethylideneamino)pentanoyl]amino]-13-benzyl-10-[3-(diaminomethylideneamino)propyl]-16-(1H-imidazol-5-ylmethyl)-7-(1H-indol-3-ylmethyl)-19-methyl-6,9,12,15,18,21-hexaoxo-1,2-dithia-5,8,11,14,17,20-hexazacyclotricosane-4-carboxamide		2469247
PA164781197	sevelamer		Renagel	214824
PA451341	sevoflurane	Sevofluran, Sevoflurano [INN-Spanish], Sevofluranum [INN-Latin]	Sevorane, Ultane	36453
PA164713264	Sex Hormones And Modulators Of The Genital System			
PA164713265	Short-acting sulfonamides			
PA451344	sibutramine	Sibutramina [Spanish], Sibutraminum [Latin], methylnaltrexone	Butramin, Medaria, Meridia, Reductil	36514
PA451346	sildenafil	Sildenafil Citrate	Revatio, Sildenafil Viagra, Viagra	136411
PA166129539	silibinin			155067
PA451355	silicone products			
PA165291889	silodosin			720825
PA166198582	siltuximab			1535218
PA164713266	Silver compounds			
PA164744951	silver sulfadiazine	SSD, Silver sulfadiazinate, Silver sulphadiazine, Sulfadiazine silver	Dermazin, Flamazine, SSD (1% Silver Sulfadiazine Cream USP), Sildaflo, Silvadene, Thermazene	9793
PA166327061	silymarin	"""3,5,7-trihydroxy-2-[3-(4-hydroxy-3-methoxyphenyl)-2-(hydroxymethyl)-2,3-dihydro-1,4-benzodioxin-6-yl]-2,3-dihydrochromen-4-one"", ""silibinin"""		9794
PA166122590	simeprevir		Olysio	1482790
PA451363	simvastatin	Simvastatin [Usan:Ban:Inn], Simvastatina [Spanish], Simvastatine [French], Simvastatinum [Latin]	Cholestat, Coledis, Colemin, Corolin, Denan, Labistatin, Lipex, Lodales, Medipo, Nivelipol, Pantok, Rendapid, Simovil, Sinvacor, Sivastin, Synvinolin, Vasotenal, Vytorin, Zocor, Zocord	36567
PA166248861	simvastatin / sitagliptin			1189803
PA166316261	sintilimab		Anti-PD-1 monoclonal antibody IBI308, Tyvyt	
PA166114434	sipoglitazar			
PA166182736	siponimod		Mayzent	2121085
PA451365	sirolimus	(-)-rapamycin, Antibiotic AY 22989, rapamycin, sirolimus	Rapamune, Rapamycin	35302
PA166203961	sirukumab			
PA164748978	sitagliptin	MK-0431, Sitagliptan, Sitagliptin phosphate, sitagliptin	Januvia, Januvia, Xelevia	593411
PA166115581	sitamaquine			
PA165958361	sitaxentan	sitaxsentan, tbc-11251	Thelin	
PA162168179	SJG-136			
PA164713267	Skeleton			
PA166178554	(S)-methadone			
PA166363761	socazolimab			
PA166163262	sodium ascorbate			
PA451374	sodium benzoate		Ucephan	56455
PA166176020	sodium benzoate / sodium phenylacetate			
PA451375	sodium bicarbonate	Bicarbonate of soda, Carbonic acid monosodium salt, Sodium acid carbonate, Sodium hydrocarbonate, Sodium hydrogen carbonate, Sodium hydrogencarbonate	800 Sodium Bicarbonate Powder, Acidosan, BSS plus, Baros, Citrocarbonate, Co-lav, Colovage, Colyte, E-Z-EM Prep Lyte, Elliotts B solution, Endosol extra, Glycoprep, Go-evac, Golytely, Gripe water, Hema BP-38, Meylon, Natrum bicarbonicum, Neut, Nulytely, OCL, Peg-lyte, Sandoz sodium bicarbonate, Sodium bicarbonate in plastic container, Sodium bicarbonate liquid concentrate	36676
PA451382	sodium chloride			9863
PA166184492	sodium ferulate	sodium (2E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate, sodium;(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate		
PA451388	sodium fluoride			9873
PA451398	sodium lauryl sulfate	"""Dodecyl alcohol, hydrogen sulfate, sodium salt"", ""Dodecyl sodium sulfate"", ""Dodecyl sulfate sodium"", ""Dodecyl sulfate sodium salt"", ""Dodecyl sulfate, sodium salt"", ""Lauryl sodium sulfate"", ""Lauryl sulfate sodium"", ""Lauryl sulfate sodium salt"", ""Lauryl sulfate, sodium salt"", ""Laurylsiran sodny [czech]"", ""Lauyl sodium sulfate"", ""Monododecyl sodium sulfate"", ""N-dodecyl sulfate sodium"", ""NADDS"", ""NALS"", ""Natrium laurylsulfuricum"", ""Natriumlaurylsulfat"", ""Sodium dodecyl sulfate"", ""Sodium lauryl sulphate"", ""Sodium monododecyl sulfate"", ""Sodium monolauryl sulfate"", ""Sodium n-dodecyl sulfate"", ""Sodiumlauryl ether sulfate"", ""Sulfuric acid dodecyl ester sodium salt"", ""Sulfuric acid monododecyl ester sodium salt"", ""Sulfuric acid, monododecyl ester, sodium salt"", ""sds"""	Adeka Hope LS 35, Adeka Hope LS 90, Akyposal NLS, Akyposal SDS, Alscoap LN 40A, Alscoap LN 90, Alscoap MP 90N, Alscoap SP 40, Alscoap-LN 90P, Anticerumen, Aquarex me, Aquarex methyl, Avirol 101, Avirol 118 conc, Avirol SL 2010, Berol 452, Bio-Soft SDBS 60, Calfoam ES 303, Calfoam SLS 30, Carsonol SLS, Carsonol SLS paste b, Carsonol SLS special, Carsonol SLS-s, Caswell No. 779, Conco sulfate WA-1200, Conco sulfate WA-1245, Conco sulfate WAG, Conco sulfate WAN, Conco sulfate WAS, Conco sulfate WN, Conco sulfate wa, Cycloryl 21, Cycloryl 21LS, Cycloryl 31, Cycloryl 580, Cycloryl 585N, Dehydag sulfate GL, Dehydag sulfate GL emulsion, Dehydag sulphate GL emulsion, Dehydrag sulfate GL emulsion, Dermacide, Detergent 66, Dreft, Dupanol waq, Duponal, Duponal waqe, Duponol, Duponol ME, Duponol QC, Duponol QX, Duponol WA, Duponol WA DRY, Duponol WAQ, Duponol c, Duponol methyl, Duponol waqa, Duponol waqe, Duponol waqm, Emal 10, Emal 10 Needle, Emal 10 Powder, Emal 2F, Emal 2F Needle, Emal 2F30, Emal o, Emal os, Emersal 6400, Empicol 0303, Empicol 0303VA, Empicol BSD 70, Empicol LPZ, Empicol LS 30, Empicol LX 2, Empicol LX 28, Empicol LX 28R, Empicol LX 42, Empicol LXSV 938U, Empicol LXV, Empicol LY 28S, Empicol LZ/D, Empimin SDS, Emulsogen LS, Equex S, Equex SP, Finasol OSR 2, Finasol OSR2, Finasol osr, Fongrapol LSS, Gardinol, Gardinol type detergent, Genapol LSS, Hexamol SLS, Incronol SLS, Irium, Jordanol SL-300, K 12 (surfactant), Lanette wax s, Lanette wax-s, Maprobix neu, Maprofix 563, Maprofix LK, Maprofix neu, Maprofix wac, Maprofix wac-la, Melanol CL, Melanol CL 30, Monagen Y 100, Monogen LH, Monogen Y 100, Monogen Y 500, Montopol LA paste, Needle 10, Neutrazyme, Nikkol SLS, Nissan Sintrex L 100, Nissan persoft SP, Odoripon Al 95, Orvus WA, Orvus WA paste, Perklankrol ESD 60, Perlandrol L, Perlankrol E.S.D. 60, Perlankrol L, Pionin A 21, Polystep B 3, Polystep B 5, Quolac ex-ub, Rewopol NLS 28, Rewopol NLS 30, Rhodapon LCP, Rhodapon LSB, Rhodapon SB, Rhodapon SB 8208S, Rhodapon SM, Rhodapon UB, Richonol A, Richonol AF, Richonol C, Rolpon LS, Rosulfan L 1, Sandet ona, Silipon RN 6031, Sinnopon LS 100, Sinnopon LS 95, Sinolin 90TK-N, Sintapon l, Sintrex L 100, Sipex SB, Sipex SD, Sipex SP, Sipex op, Sipex ub, Sipon LCS 98, Sipon LS, Sipon LS 100, Sipon LSB, Sipon PD, Sipon WD, Sipon ub, Solsol needles, Sorpol 5029O, Sorpol 8070, Standapol 112 conc, Standapol WA-AC, Standapol WAQ, Standapol WAQ special, Standapol WAQ-LC, Standapol WAS 100, Stanfax 234, Steinapol NLS, Steinapol NLS 90, Stepanal WAC, Stepanol ME, Stepanol ME DRY, Stepanol ME DRY AW, Stepanol ME DRY SLS, Stepanol T 28, Stepanol WA, Stepanol WA 100, Stepanol WA extra, Stepanol WA paste, Stepanol WA special, Stepanol WA-100, Stepanol WAC, Stepanol WAQ, Stepanol methyl, Stepanol methyl DRY AW, Sterling WA paste, Sterling waq-CH, Sterling waq-cosmetic, Sulfetal L 95, Sulfochem SLS, Sulfolyser, Sulfopon T 30, Sulfopon WA 1, Sulfopon WA 1 Special, Sulfopon WA 2, Sulfopon WA 3, Sulfopon WA1 Special, Sulfopon WA2, Sulfopon WA3, Sulfotex WA, Sulfotex wala, Sunnol LM 1130, Supralate C, Surfactant K12, Surfax 220, Swascol 1P, Swascol 3L, Swascol 4L, Syntapon L, Tarapon K 12, Texapon DL conc., Texapon K 12, Texapon K 1296, Texapon K 1298, Texapon K 12G, Texapon K12, Texapon K1296, Texapon L 100, Texapon V HC, Texapon V HC powder, Texapon Z high conc. needles, Texapon ZHC, Trepenol WA, Ufarol AM 30, Ufarol TCL 92, Ultra sulfate SL-1, WAQE, Witcolate A	
PA166279461	sodium nitrate	sodium trioxidonitrate(1-)		36700
PA166115361	sodium nitrite			9894
PA166236501	sodium oxybate			9899
PA166114316	sodium phenylbutyrate			81647
PA164743129	sodium stibogluconate	sodium stibogluconate	Lenocta, Myostibin, Pentostam, Stibanate, Stibanose, Stibatin, Stibinol	8010
PA451435	sodium sulfate			36721
PA164746759	sodium tetradecyl sulfate	Monotetradecylsulfate sodium salt, S.T.D., STD, Sodium myristyl sulfate, Tetradecyl hydrogen sulphate, Tetradecyl sodium sulfate, Tetradecyl sulfate, Tetradecyl sulfuric Acid	Niaproof-4, Sotradecol, Tergitol-4, Texapon K 14	9913
PA166182732	sodium valproate			
PA166122593	sofosbuvir		GS-7977, SOVALDI	1484911
PA166163416	sofosbuvir / velpatasvir			1799211
PA166177517	sofosbuvir / velpatasvir / voxilaprevir		Vosevi	1939328
PA450787	soft paraffin dressings			
PA166289881	solanidine	"""(1S,2S,7S,10R,11S,14S,15R,16S,17R,20S,23S)-10,14,16,20-tetramethyl-22-azahexacyclo[12.10.0.0²,¹¹.0⁵,¹⁰.0¹⁵,²³.0¹⁷,²²]tetracos-4-en-7-ol"", ""solanid-5-en-3beta-ol"""		
PA164783810	solifenacin	solifenacin succinate	Vesicare, Vesikur	322167
PA166165147	solithromycin			
PA164713268	Solutions affecting the electrolyte balance			
PA164713269	Solutions for parenteral nutrition			
PA164713270	Solutions producing osmotic diuresis			
PA164713271	Solvents and diluting agents, incl. irrigating solutions			
PA166178990	somatostatin			
PA164713272	Somatropin and somatropin agonists			
PA451446	somatropin recombinant	GH, GH-N, Growth hormone, Growth hormone 1, Pituitary growth hormone, Somatotropin precursor, Somatropin	BioTropin, Genotropin, Humatrope, Norditropin, Nutropin, NutropinAQ, Protropin, Saizen, Serostim, Serostim, Tev-Tropin	61148
PA7000	sorafenib	Sorafenib tosylate, sorafenib	BAY 43-9006, Nexavar	495881
PA166331541	sorivudine	5-[(E)-2-bromoethenyl]-1-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione	Bravavir	
PA451457	sotalol	Sotalol HCL	Betapace, Betapace AF, Sorine	9947
PA166246441	sotorasib	"""6-fluoro-7-(2-fluoro-6-hydroxyphenyl)-1-(4-methyl-2-propan-2-ylpyridin-3-yl)-4-[(2S)-2-methyl-4-prop-2-enoylpiperazin-1-yl]pyrido[2,3-d]pyrimidin-2-one"", ""amg-510"""		2550714
PA166255841	sotrovimab		GSK4182136, VIR-7831	2550731
PA451472	sparfloxacin		Zagam	18469
PA452610	sparteine			
PA164713273	Specific Antirheumatic Agents			
PA164713274	Specific immunoglobulins			
PA164781342	spectinomycin	Actinospectacina [Italian], Antibiotic 2233wp, Espectinomicina [INN-Spanish], SCM, Spectinomicina [Italian], Spectinomycin Di HCl, Spectinomycin HCl/ Sulphate, Spectinomycine [INN-French], Spectinomycinum [INN-Latin]	Actinospectacin, Spectam, Togamycin, Trobicin	270
PA164781199	spermine	"""1, 4-Bis(aminopropyl)butanediamine"", ""4,9-Diaza-1,12-dodecanediamine"", ""4,9-Diazadodecane-1,12-diamine"", ""Spermin"", ""Spermine dihydrate"""	Gerontine, Musculamine, Neuridine	
PA164776913	spirapril		Renormax	36908
PA451483	spironolactone		Abbolactone, Acelat, Aldace, Aldactazide, Aldactide, Aldactone, Aldactone A, Alderon, Aldopur, Almatol, Altex, Aquareduct, Deverol, Diatensec, Dira, Duraspiron, Espironolactona [INN-Spanish], Euteberol, Lacalmin, Lacdene, Laractone, Melarcon, Nefurofan, Osyrol, SNL, Sagisal, Sincomen, Spiresis, Spiretic, Spiridon, Spiro-Tablinen, Spiroctan, Spiroctanie, Spiroderm, Spirolactone, Spirolakton, Spirolang, Spirolone, Spirone, Spironocompren, Spironolactone A, Spironolactone [BAN:INN:JAN], Spironolactonum [INN-Latin], Spironolattone [DCIT], Sprioderm, Supra-puren, Suracton, Uractone, Urusonin, Verospiron, Verospirone, Verospirone Opianin, Xenalon	9997
PA152408000	SR144528			
PA165958391	stanozolol		Stromba, Winstrol, Winstrol Depot (intramuscular injection)	10032
PA165109623	staurosporine	STS, antibiotic AM-2282		
PA451494	stavudine	"""2',3'-Didehydro-3'-deoxythimidine"", ""3'-Deoxy-2'-thymidinene"", ""Estavudina [INN-Spanish]"", ""STV"", ""Sanilvudine"", ""Stavudine [Usan:Ban:Inn]"", ""Stavudinum [INN-Latin]"", ""stavudine"""	Zerit, Zerit XR, Zerut XR	59763
PA164748630	stepronin	Stepronine [inn-french], Stepronino [inn-spanish], Steproninum [inn-latin]	Bronco-plus, Tiase, Tiofacic	
PA164713275	Steroid antibacterials			
PA166175778	stiripentol			
PA164924486	st. john's wort			
PA164713276	Stomatological Preparations	Stomatological Preparations		
PA164713278	Stomi equipment			
PA164713279	Streptogramins			
PA164754919	streptokinase	Streptokinase C precursor	Streptase	10106
PA451512	streptomycin	"""Streptomycin Sesquisulfate Hydrate"", ""Streptomycin Sulfate"", ""Streptomycin Sulphate"", ""Streptomycin a Sulfate"", ""Streptomycin, Sulfate Salt"""	Kantrex	10109
PA164713280	Streptomycins			
PA451514	streptozocin		STREPTOZOTOCIN, STRZ, STZ, Streptozocin [Usan:Inn], Streptozocine [INN-French], Streptozocinium [Latin], Streptozocinum [INN-Latin], Streptozoticin, Zanosar	10114
PA166302961	strontium ranelate	distrontium;5-[bis(carboxylatomethyl)amino]-3-(carboxylatomethyl)-4-cyanothiophene-2-carboxylate		
PA164713281	Strophantus glycosides			
PA164713282	Substituted alkylamines			
PA164713283	Substituted ethylene diamines			
PA451521	succimer	DMSA, Dimercaptosuccinic acid	Chemet, MPI DMSA Kidney Reagent	3446
PA164713284	Succinimide derivatives			
PA451522	succinylcholine	Scoline, Succinylcholine Chloride, Suxamethonium, Suxamethonium chloride, succinyldicholine	Anectine, Quelicin, Quelicin Preservative Free, Sucostrin	10154
PA451524	sucralfate	sucralfate	Antepsin, Apo-sucralfate, Carafate, Sucramal, Sulcrate, Sulcrate Suspension Plus, Ulcar, Ulcerban, Ulcerlmin, Ulcermin, Ulcogant	10156
PA451525	sucrose			10159
PA451527	sufentanil	Sufentanil Citrate, Sufentanilum [INN-Latin], Sufentanyl, Sulfentanil Citrate, sufentanil	Chronogesic, Sufenta	56795
PA451536	sulfacetamide		Acetocid, Acetosulfamin, Acetosulfamine, Ak-Sulf, Albamine, Albucid, Alesten, Bleph-10, Bleph-10 Liquifilm, Cetamide, Formosulfacetamide, Gyne-Sulf, I-Sulfacet, Isopto Cetamide, Isopto-Cetamide, Klaron, N'-Acetylsulfanilamide, N-Acetylsulfanilamide, N-Acetylsulfanilamine, N-Sulfanilylacetamide, N-Sulphanilylacetamide, Oclucid, Ocusulf-10, Op-Sulfa 30, Ophthacet, Ophthel-S, P-Aminobenzenesulfonacetamide, P-Aminobenzenesulfonoacetamide, Sebizon, Sodium Sulamyd, Sodium Sulfacetamide, Steramide, Steri-Units Sulfacetamide, Sulamyd, Sulf-10, Sulf-15, Sulfacel-15, Sulfacet, Sulfacetamide Sodium, Sulfacetamide Sodium Anhydrous, Sulfacetamide Sodium Usp, Sulfacetimide, Sulfacyl, Sulfair, Sulfair 10, Sulfair 15, Sulfair Forte, Sulfair-15, Sulfamide, Sulfanilacetamide, Sulfanilazetamid, Sulfex, Sulphacetamide, Sulphacetamide Sodium, Sulphasil, Sulten-10, Sultrin, Trysul, Urosulfon, Urosulfone	10169
PA164754808	sulfacytine	1-ethyl N4-sulfanilylcytosin, 1-ethyl-N-sulfanilylcytosine, N-sulfanilyl-l-ethylcytosine, Sulfacitina [inn-spanish], Sulfacitinum [inn-latin]	Renoquid	78902
PA451539	sulfadiazine	SDA, Sulfadiazene, Sulfadiazin, Sulfanilamidopyrimidine, Sulfapirimidin, Sulfapyrimidin, Sulfapyrimidine, Sulphadiazine	Adiazin, Adiazine, Coco-Diazine, Cocodiazine, Codiazine, Cremodiazine, Cremotres, Debenal, Deltazina, Diazin, Diazolone, Diazovit, Diazyl, Eskadiazine, Honey Diazine, Lantrisul, Lipo-Diazine, Lipo-Levazine, Liquadiazine, Metha-Meridiazine, Microsulfon, Neazine, Neotrizine, Palatrize, Pecta-Diazine, Piridisir, Pirimal, Pyrimal, Quadetts, Quadramoid, Sanodiazine, Spofadrizine, Sterazine, Sulfa-Triple #2, Sulfacombin, Sulfaloid, Sulfatryl, Sulfazine, Sulfolex, Sulfonamides Duplex, Sulfonsol, Sulfose, Terfonyl, Theradiazine, Tri-Sulfameth, Trifonamide, Triple Sulfa, Triple Sulfas, Triple Sulfoid, Trisem, Truozine	10171
PA165958357	sulfadimethoxine	sulphadimethoxine	Agribon, Albon, Di-Methox	10172
PA451540	sulfadoxine			10173
PA164776842	sulfamerazine			10176
PA451542	sulfamethazine	sulfadimidine, sulphamethazine		10178
PA164781307	sulfamethizole		Ayerlucil, Famet, Lucosil, Methazol, Microsul, Proklar, Renasul, Rufol, Salimol, Solfametizolo [Dcit], Sulamethizole, Sulfa Gram, Sulfamethazole, Sulfamethiazole, Sulfamethizol, Sulfamethizole [Usan:Inn:Jan], Sulfamethizolum [INN-Latin], Sulfamethylthiadiazole, Sulfametizol [INN-Spanish], Sulfapyelon, Sulfstat, Sulfurine, Sulphamethizole, Sulphamethyltiadiazole, Tetracid, Thidicur, Thiosulfil, Thiosulfil Forte, Ultrasul, Urocydal, Urodiaton, Urolucosil, Urosulfin, Uroz	10179
PA451544	sulfamethoxazole		Apo-Sulfamethoxazole, Azo Gantanol, Azo-Gantanol, Bactrimel, Gamazole, Gantanol, Gantanol-DS, Metoxal, Radonil, SIM, Septran, Simsinomin, Sinomin, Sulfamethalazole, Sulfamethoxazol, Sulfamethoxizole, Sulfamethylisoxazole, Sulfisomezole, Sulpha-Methoxizole, Sulphamethalazole, Sulphamethoxazol, Sulphamethoxazole, Sulphamethoxazole BP 98, Sulphamethylisoxazole, Sulphisomezole, Trib, Urobak	10180
